Name,Price,Cpu,ScreenResolution,Ram,Memory,Gpu,OpSys,Weight,Inch
Acer Predator Helios 300 PH315-53-798H Intel Core i7 10750H 15.6 Inch FHD Display Abyssal Black Gaming Laptop,180110  bdt,Intel Core i7 10th (Intel) Core i7 10750H 2.60 GHz 5.00 GHz 6 12 12MB Intel HM470 ,15.6 FHD Full HD 1920x1080 Anti-Glare No 144 Hz Narrow Bezel Not Specified No Secondary Screen No Secondary Screen No Secondary Screen ,16GB,1TB HDD+256GB SSD SATA 7200 RPM Not Specified NVMe PCIe Not Specified Not Specified ,Nvidia RTX 2060 Graphics Dedicated 6GB GDDR6 ,Win-10 Home No Not Specified ,2.50kg,15.232530120481924
Dell Inspiron 16 5620 Intel Core i7 1255U 16 Inch FHD+ Display Platinum Silver Laptop #ODINN516ADL23016004-2Y,141050  bdt,Intel Core i7 12th (Intel) Core i7 1255U Not Specified 4.70GHz 10 12 12MB Not Specified ,"16 FHD+ LED Display Full HD 1920x1200 Anti-Glare No Not Specified Slim Bezel 250 nits, WVA Display with ComfortView Support. No Secondary Screen No Secondary Screen No Secondary Screen ",16GB,512GB SSD No HDD No HDD No M.2 NVMe PCIe Not Specified Installed SSD can be upgradeable ,Nvidia MX570 Graphics Dedicated 2GB GDDR6 ,Win-11 Home Not Specified Microsoft Office ,1.87 kg,15.232530120481924
"ASUS Zenbook S 13 OLED UM5302TA-LX168W Ryzen 7 6800U 13.3"" 2.8K Touch Laptop",162750  bdt,AMD Ryzen 7 6800U ,13.3-inch OLED 2.8K (2880 x 1800) Touch ScreenYes ,16GB,M.2 NVMe PCIe 4.0 Performance SSD 1TB ,AMD Radeon Graphics Shared ,"Windows 11 Home Other Pre-installed SoftwaresMyASUS
ProArt Creator Hub
ScreenXpert
GlideX ",1.10 kg,13.3
ACER ASPIRE 5 AN515-57G-52HF 15.6 INCH FULL HD DISPLAY CORE I5 12TH GEN 8GB RAM 512GB SSD LAPTOP WITH RTX 2050 4GB GRAPHICS,104500  bdt,"Model: Intel Core i5-1240P
Processor Frequency: 3.3GHz Up to 4.4GHz
Processor Core: 12
Processor Thread: 16
CPU Cache: 12MB","Display Size: 15.6 Inch
Display Type: IPS LCD
Display Resolution: FHD (1920 x 1080)SlimBezel , 45% NTSC color gamut ( 100% SRGB )",8GB,"Total Solid State Drive Capacity	512 GB
Solid State Drive Interface	512 GB, PCIe Gen4, 16 Gb/s, NVMe","Graphics Model: NVIDIA RTX 2050
Graphics Memory: 4GB
Graphics Type: GDDR6",Windows 11 Home,1.73,15.6
Asus ROG Strix G15 G513RM 15.6 inch Full HD 300Hz Display Ryzen 7 6800H 16GB RAM 512GB SSD Gaming Laptop with RTX 3060 6GB Graphics,218000  bdt,"AMD Ryzen 7 6800H Mobile Processor (8-core/16-thread, 20MB cache, up to 4.7 GHz max boost)","Panel Size:15.6-inch 
Resolution: FHD (1920 x 1080) 16:9 
Refresh Rate:300Hz 
Response Time (G2G):	3ms 
Viewing Angle:170 
Panel Tech: IPS-level 
Brightness:300nits 
Contrast:1:1000 
NTSC %:	72% 
SRGB %:	100.00% 
Adobe %:75.35% 
Anti glare: anti-glare display 
Adaptive-Sync technology:	Adaptive-Sync ",16GB,512GB M.2 NVMe PCIe 4.0 SSD (Extra M.2 Nvme Slot Available For SSD),"Graphic:	NVIDIA GeForce RTX 3060 Laptop GPU 
Graphic Wattage: ROG Boost: 1752MHz* at 140W (1702MHz Boost Clock+50MHz OC, 115W+25W Dynamic Boost) 
Graphic Memory:	6GB GDDR6",Windows 11 Home,2.30 kg,15.6
Acer Predator Helios 300 PH315-54-79PE 15.6 inch Full HD Display Core i7 11th Gen 32GB RAM 1TB SSD Gaming Laptop with RTX 3070 8GB Graphics,nan bdt,"Intel Core i7-11800H (24M Cache, 2.30 GHz up to 4.60 GHz)","Screen Size: 39.6 cm (15.6"") 
Display Screen Type: LCD 
Display Screen Technology: ComfyView In-plane Switching (IPS) Technology 
Screen Mode: Full HD 
Backlight Technology: LED 
Screen Resolution: 1920 x 1080 ",32GB,1TB PCIe NVMe Gen 4 SSD,"Graphics Controller Model: GeForce RTX 3070
Graphics Memory Capacity: 8GB 
Graphics Memory Technology: GDDR6 
Graphics Memory Accessibility: Dedicated 
GPU Boost Clock: Up to 1390 MHz 
Maximum Graphics Power: Up to 110W ",Windows 10 Home,2.3 kg,15.232530120481924
Acer Swift SF314 -43-R2EV 14 inch FHD IPS Display Ryzen 5 5500U 8GB RAM 512GB SSD Laptop,77500  bdt,"AMD Ryzen 5 5500U Processor (8M Cache, 2.1GHz up to 4.0GHz, 6 cores)","14"" FHD (1920 x 1080) LED IPS Display, ComfyView (Matte), In-plane Switching (IPS) Technology",8GB,512GB M.2 NVMe PCIE SSD,AMD Radeon Graphics,Windows 11 Official License,1.73,15.232530120481924
Dell Inspiron 15 3501 15.6 inch Full HD Display Core i5 11th Gen 4GB RAM 1TB HDD Laptop,nan bdt,"Intel Core i5-1135G7 Processor (8M Cache,2.40 GHz up to 4.20 GHz)",15.6-inch Full HD (1920 x 1080) Anti-Glare Display,4GB,1TB HDD ( M.2 PCIe Gen 3.0 Nvme SSD Slot Available ),Intel Iris Xe Graphics,Windows 10,2.2 kg,15.6
"Acer Nitro 5 AN515-46-R3U8 Ryzen 5 6600H RTX 3050 4GB Graphics 15.6"" QHD 165Hz Gaming Laptop",160080  bdt,AMD Ryzen 5 6600H ,15.6 Inch IPS QHD (2560 x 1440) Touch ScreenNo ,8GB,"PCIe Gen4, 16 Gb/s, NVMe SSD 1 TB ",NVIDIA GeForce RTX 3050 4GB ,Windows 11 Home ,2.5 kg,15.6
"Acer Aspire 5 A515-56 Core i5 11th Gen 15.6"" FHD Laptop With Backlit Keyboard",72050  bdt,Intel Core i5-1135G7 ,15.6 inch IPS FHD (1920 x 1080) Touch ScreenNo ,8GB,NVMe SSD 512 GB ,Intel IrisX Graphics Shared ,Windows 10 Home ,1.6 kg,15.6
"Dell Inspiron 15 3520 Core i5 12th Gen 15.6"" FHD Laptop",84130  bdt,Intel Core i5-1235U ,15.6 inch FHD (1920 x 1080) Touch ScreenNo Refresh Rate120Hz ,8GB,M.2 PCIe NVMe SSD 512GB ,Intel UHD Graphics Shared ,Windows 11 ,1.65 kg,15.6
Asus ProArt StudioBook 16 H5600QM AMD Ryzen 7 5800H 16 Inch WQUXGA OLED Display Star Black Laptop #L2253W-H5600QM,296210  bdt,AMD Ryzen 7 Not Applicable Ryzen 7 5800H 3.20 GHz 4.40 GHz 8 16 20MB Not Specified ,"16 4K WQUXGA OLED 4K UHD 3840x2400 Glossy No 60 Hz Not Specified Aspect ratio: 16:9, Response time: 0.2ms, Brightness: 550nits, Color gamut: 100% DCI-P3, Contrast ratio: 1,000,000:1, VESA CERTIFIED Display HDR, Color depth: 1.07 billion colors, SGS Eye Care, Screen-to-body ratio: 85%, Low blue light 70% less harmful blue light, TUV Rheinland-certified No Secondary Screen No Secondary Screen No Secondary Screen ",16GB,1TB SSD No HDD No HDD No NVMe PCIe Not Specified Installed SSD can be upgradeable ,Nvidia RTX 3060 Graphics Dedicated 6GB GDDR6 ,Win-11 Home Not Specified Not Specified ,2.40 kg,15.232530120481924
"Asus VivoBook 15 S513EQ Core i7 11th Gen MX350 2GB Graphics 15.6"" FHD Laptop",126450  bdt,Intel Core i7-1165G7 ,15.6 Inch OLED  FHD (1920x1080) Touch ScreenNo ,8GB,M.2 NVMe PCIe 3.0 SSD 512GB ,NVIDIA GeForce MX350 2GB ,Windows 11 64-bit ,1.80 kg,15.6
Dell Inspiron 15 3511 15.6 Full HD Display Core i3 11th Gen 4GB RAM 1TB HDD Laptop,50000  bdt,"Intel Core i3-1115G4 Processor (6M Cache, 3.00 GHz up to 4.10 GHz)",15.6-inch FHD (1920 x 1080) Anti-glare LED Backlight Non-touch Narrow Border WVA Display,4GB,"1TB 5400 rpm 2.5"" SATA Hard Drive (Extra M.2 NVMe SSD Slot Available )",Intel UHD Graphics,Windows 10,1.85 kg,15.6
Dell Vostro 15 3500 15.6 inch Full HD Display Core i3 11th Gen 4GB RAM 1TB HDD Laptop,51000  bdt,"Intel Core i3-1115G4 Processor (6MB Cache, 3.0 GHz up to 4.10 GHz)",15.6-inch FHD (1920 x 1080) Anti-glare LED Backlight Non-touch Narrow Border WVA Display,4GB,"1TB 5400 rpm 2.5"" SATA Hard Drive (M.2 Slot Available)",Intel UHD Graphics with the shared graphics memory,Free DOS,1.78 kg,15.6
ASUS ZENBOOK 17 FOLD UX9702A 17.3 INCH OLED DISPLAY INTEL I7 12TH GEN 16GB RAM 1TB SSD 2 IN 1 LAPTOP,399900  bdt,"Intel Core i7-1250U Processor 1.1 GHz (12M Cache, up to 4.7 GHz, 2P+8E cores)","17.3-inch, 2560 x 1920 FOLED 4:3 aspect ratio
0.2ms response time, 500nits peak brightness
100% DCI-P3 color gamut, 1,000,000:1
VESA CERTIFIED Display HDR True Black 500
1.07 billion colors
PANTONE Validated
Glossy display
70% less harmful blue light
Touch screen
Screen-to-body ratio: 87 ％",16GB,1TB M.2 NVMe™ PCIe® 4.0 Performance SSD,Intel Iris Xe Graphics,Windows 11 Home,1.50 kg,17.3
Lenovo IdeaPad 3 15.6 inch Full HD Display Ryzen 5 5500U 8GB RAM 512GB SSD Laptop (3 years Warranty),68500  bdt,AMD Ryzen 5 5500U (2.1 up to 4.0GHz) Processor,"15.6"" FHD (1920x1080) IPS Display 300 nits, Aspect Ratio: 16:9, Color Gamut: 45% NTSC",8GB,512GB NVMe SSD,AMD Radeon Graphics,Windows 11,1.5kg,15.232530120481924
MSI Prestige 14 A11SCX 14-inch 4K Ultra HD Display Core i7 11th Gen 16GB RAM 1TB SSD Laptop with GTX1650 Max-Q 4GB Graphics,145500  bdt,Up to 11th Gen. Intel® Core™ i7-1185G7,"14.0"" UHD (3840x2160), Anti-Glare, IPS-Level, 60HZ 100% ADOBE",16GB,1TB NVMe PCIe Gen4x4 SSD,"GTX1650 Max-Q, GDDR6 4GB",Windows 10 Home,1.29 kg,15.232530120481924
ASUS TUF F15 FX506HE 15.6 inch 144Hz Full HD Display i7 11th Gen 8GB RAM 512GB SSD Gaming Laptop with RTX 3050 Ti 4GB Graphics,162000  bdt,"Intel Core i7-11800H Processor (Processor Frequency -2.30 GHz up to 4.60 GHz,
Core- 8,Thread -16,CPU Cache -24 MB)","15.6-inch,FHD (1920 x 1080) 16:9,anti-glare display,sRGB:62.5%,Adobe:47.34%,DCI-P3:Refresh Rate:144Hz,Value IPS-level",8GB,512GB M.2 NVMe PCIe 3.0 SSD,NVIDIA GeForce RTX 3050Ti 4GB GDDR6,"Windows 10, 64 -bit",2.30 kg,15.6
"ASUS VivoBook 15 X515JA Core i3 10th Gen 8GB RAM 15.6"" FHD Laptop",51580  bdt,Intel Core i3-1005G1 ,"15.6 Inch FHD (1920x1080) Display Features16:9, Anti-glare display, LED Backlit, 200nits, NTSC: 45%, Screen-to-body ratio: 83 % ",8GB,HDD 1TB ,Intel UHD Graphics Shared ,Windows 11 ,1.80 kg,15.6
LENOVO IDEAPAD SLIM 5I PRO 16 INCH LED DISPLAY INTEL I5 11TH GEN 16GB RAM 512GB SSD NVIDIA MX450 2GB GRAPHICS CARD LAPTOP (3 years Warranty),121000  bdt,Intel Core i5-11300H,"16 Inch 2.5K WQXGA IPS LED Display 120Hz
2560x1600 350nits Anti-glare, 120Hz, 100% sRGB, Low Blue Light",16GB,512GB M.2 2242 PCIe 3.0×4 NVMe SSD,Nvidia MX450 2GB GDDR6,Windows 11 Home,1.73,15.232530120481924
Asus TUF Gaming A15 FA507RE AMD Ryzen 7 6800H 15.6 Inch FHD WV LED Display Mecha Gray (TUF) Gaming Laptop #HF045W-FA507RE,192050  bdt,AMD Ryzen 7 Not Applicable Ryzen 7 6800H 3.20 GHz 4.70 GHz 8 16 20MB Not Specified ,"15.6 FHD Full HD 1920x1080 Anti-glare No 144 Hz Slim Bezel WV Display, Aspect ratio: 16:9, Panel Tech: Value IPS-level No Secondary Screen No Secondary Screen No Secondary Screen ",16GB,512GB SSD No HDD No HDD Not Specified NVMe PCIe Not Specified Not Specified ,Nvidia RTX 3050 Ti Dedicated 4GB GDDR6 ,Win-11 Home Not Specified Not Specified ,2.20kg,15.232530120481924
Apple MacBook Pro Late 2021 Apple M1 Pro 512GB SSD 14.2 Inch Liquid Retina XDR Display Space Gray Laptop #MKGP3LL/A / MKGP3ZP/A / MKGP3PA/A / MKGP3X/A,236530  bdt,Apple Apple M1 Not Applicable Apple M1 Pro Not Applicable Not Applicable 8 Not Applicable Not Applicable Not Applicable ,"14.2 Liquid Retina XDR Display 4K UHD 3024x1964 Glossy with Antireflective Coating No 120 Hz Slim Bezel Aspect Ratio: 16:10, Finish: Glossy with Anti-Reflective Coating, Maximum Brightness: 500 cd/m2 (Sustained in SDR Mode) 1000 cd/m2 (Sustained in HDR Mode) 1600 cd/m2 (Peak in HDR Mode), Contrast Ratio: 1,000,000:1, Variable Refresh Technology: Apple ProMotion, No Secondary Screen No Secondary Screen No Secondary Screen ",16GB,512GB SSD No HDD No HDD No NVMe PCIe No Installed SSD Can Not Be Replaced ,Apple 14-core GPU Integrated Shared Not Applicable ,"macOS App Store, Books, Calendar, Contacts, FaceTime, Find My, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, News, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos Not Specified ",1.6 kg,15.232530120481924
"Asus ZenBook 14 Flip OLED UP5401EA Core i7 11th Gen 14"" 2.8K OLED Touch Laptop",169400  bdt,Intel Core i7-1165G7 ,14.0 Inch OLED 2.8K (2880 x 1800) Refresh Rate0.2ms ,16GB,M.2 NVMe PCIe 3.0 G4 SSD 512GB ,Intel Iris Xe Shared ,Windows 11 Home ,1.40 kg,14.0
WALTON PRELUDE N5000B 14.0 INCH LED BACKLIT DISPLAY INTEL PENTIUM SILVER N5000 8GB DDR4 RAM 256GB M.2 SSD LAPTOP,30500  bdt,"Intel Pentium Silver N5000 processor
14nm, 1.1GHz, DDR4-2400MHz, 4MB Smart Cache, TDP: 6W","256GB SATAIII M.2 2280 SSD, SATA interface (Extra HDD slot available)",8GB,Intel UHD Graphics 605,"14.0” (35.56mm) HD (1366x768)
Matte LED Backlit Display with 45% NTSC",Windows 10,1.8kg,15.232530120481924
"Acer TravelMate TMP214-53 Core i3 11th Gen 14"" FHD Laptop",58000  bdt,Intel Core i3-1115G4 ,14 Inch IPS Full HD (1920X1080) Touch ScreenNo ,4GB,HDD 1TB ,Intel UHD Graphics Shared ,Free DOS ,1.68 kg,15.232530120481927
Asus ZenBook Pro Duo 14 OLED UX8402ZE 12th Gen Intel Core i7 12700H 14.5 Inch Tech Black Laptop #UX8402ZE-M3050W,265830  bdt,Intel Core i7 12th (Intel) Core i7 12700H 2.3GHz 4.60GHz 14 20 24MB Not Specified ,"14.5 2.8K OLED WQHD QHD 2880x1800 Not Specified Yes 120 Hz Slim Bezel 16:10 Aspect Ratio, LED Backlit, Response time: 0.2ms, Peak Brightness: 550nits HDR, Color gamut: 100% DCI-P3, Contrast ratio: 1,000,000:1, Color depth: 1.07 billion, Screen-to-body ratio: 93 12.7 Inch IPS-level Panel Support Stylus 2880 x 864 ",16GB,512GB SSD No HDD No HDD Not Specified No No Installed SSD can be upgradeable ,Nvidia RTX 3050 Ti Graphics Dedicated 4GB GDDR6 ,"Win-11 Home MyASUS, ProArt Creator Hub, ScreenXpert, GlideX Not Specified ",1.75 kg,12.7
"Acer Predator Helios 300 PH315-54-77MK Core i7 11th Gen RTX 3060 6GB Graphics 15.6"" QHD 165Hz Gaming Laptop",198060  bdt,Intel Core i7-11800H ,15.6 Inch IPS Full HD (1920 x 1080) Refresh Rate165 Hz ,16GB,PCIe NVMe Gen 4 SSD+ SATA HDD 512GB SSD + 1TB HDD ,NVIDIA GeForce RTX 3060 6GB ,Windows 11 Home ,2.50 kg,15.6
Huawei MateBook D 15 11th Gen Intel Core i3 1115G4 15.6 Inch FHD Display Silver Laptop,65100  bdt,Intel Core i3 11th (Intel) Core i3 1115G4 1.25 GHz 4.10 GHz 2 4 6MB Not Specified ,15.6 FHD IPS LED Display Full HD 1920x1080 Not Specified No Not Specified Not Specified Not Specified No Secondary Screen No Secondary Screen No Secondary Screen ,8GB,256GB SSD No HDD No HDD Not Specified NVMe PCIe Not Specified Installed SSD can be upgradeable ,Intel UHD Graphics Integrated Shared Not Applicable ,Win-11 Home Not Specified Not Specified ,1.53 kg,15.232530120481924
"Asus TUF Gaming F15 FX506LHB Core i5 10th Gen GTX 1650 4GB Graphics 15.6"" FHD Gaming Laptop",102470  bdt,Intel Core i5-10300H ,15.6 Inch IPS Full HD (1920x1080) Touch ScreenNo ,8GB,PCIE G3 SSD 512GB ,NVIDIA GeForce GTX 1650 4GB ,Windows 11 ,1.72,15.6
Acer Aspire 3 A315-23 15.6 inch FHD Display AMD Ryzen 3 3250U 8GB RAM 256GB SSD Laptop,47000  bdt,"AMD Ryzen 3 3250U (2.6 GHz up to 3.5 GHz, 1 MB L2 cache, 2 cores) Processor","15.6"" FHD (1920x1080) PLS LED Smart Display Aspect Ratio: 16:9, ComfyView Display",8GB,"256GB SSD;
(Supports up to 2 TB, 2.5-inch 5400/ sata ssd)",AMD Radeon Graphics,802.11a/b/g/n/ac wireless LAN; IEEE 802.11ac/a/b/g/n,1.9 kg,15.232530120481924
Apple MacBook Pro (Late 2021) Apple M1 Pro 14.2 Inch Liquid Retina XDR Display Space Gray Laptop #Z15G001WY / Z15G0018N,340690  bdt,Apple Apple M1 Not Applicable Apple M1 Pro Not Applicable Not Applicable 8 Not Applicable Not Applicable Not Applicable ,"14.2 Liquid Retina XDR Display 4K UHD 3024x1964 Glossy with Antireflective Coating No 120 Hz Slim Bezel Brightness: 500 cd/m2, Contrast Ratio: 1000000:1 No Secondary Screen No Secondary Screen No Secondary Screen ",32GB,1TB SSD No HDD No HDD No NVMe PCIe No Installed SSD Can Not Be Replaced ,Apple 14-Core GPU Integrated Shared Not Applicable ,"macOS App Store, Books, Calendar, Contacts, FaceTime, Find My, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, News, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos Not Specified ",1.6 kg,15.232530120481924
MSI Prestige 15 A11SCS 15.6 INCH Full HD Display Core i7 11th Gen 1TB SSD 16GB DDR4 RAM Gaming Laptop With GTX1650 Ti 4GB Graphics,nan bdt,Up to 11th Gen. Intel Core i7 U-Processor,"15.6"" FHD (1920 x 1080), IPS-Level 60Hz 72%NTSC Thin Bezel, close to 100%sRGB",16GB,1TB NVMe PCIe Gen4x4 SSD,"NVIDIA GeForce GTX 1650 Ti With Max-Q Design, 4GB GDDR6 Graphics",Windows 10 Home,1.69 kg,15.232530120481924
Lenovo IdeaPad Gaming 3i 15IHU Intel Core i7 11370H 15.6 Inch FHD IPS Display Shadow Black Gaming Laptop #82K100WFIN-3Y,145390  bdt,Intel Core i7 11th (Intel) Core i7 11370H 3.30 GHz 4.80 GHz 4 8 12MB Intel SoC (System on Chip) platform ,"15.6 FHD IPS LED Display Full HD 1920x1080 Anti-Glare No 120 Hz Slim Bezel Brightness: 250 Nits, 45% NTSC No Secondary Screen No Secondary Screen No Secondary Screen ",16GB,1TB HDD+256GB SSD SATA 5400 RPM No NVMe PCIe No Installed HDD & SSD Can Be Upgradeable ,Nvidia GTX 1650 Graphics Dedicated 4GB GDDR6 ,Win-11 Home Not Specified Microsoft Office ,2.2kg,15.232530120481924
Asus VivoBook Pro 15 M3500QC 15.6 inch Full HD Display Ryzen 5 5600H 16GB RAM 512GB SSD Gaming Laptop with RTX 3050 4GB Graphics,135000  bdt,"AMD Ryzen 5 5600H (L2 3MB & L3 16MB Cache, 3.3GHz Up to 4.2GHz)","15.6-inch FHD (1920 x 1080) 60HZ, 16:9 aspect ratio, 400nits, 100% DCI-P3 color gamut Glossy display, Screen-to-body ratio: 84 ％",16GB,512GBM.2 NVMe PCIe 3.0 SSD,NVIDIA GeForce RTX 3050 4GB GDDR6 GPU,Windows 10 64-Bit,1.65 kg,15.6
"HP ZBook Create G7 Core i7 10th Gen RTX 2070 8GB Graphics 15.6"" FHD Laptop",330000  bdt,Intel Core i7-10750H ,15.6 Inch IPS FHD (1920 x 1080) Touch ScreenNo ,16GB,PCIe NVMe TLC SED SSD 512 GB ,"Intel UHD Graphics
NVIDIA GeForce RTX 2070 with Max-Q Design 8 GB ",Windows 10 Pro 64bit Other Pre-installed SoftwaresMicrosoft Office Home & Student ,1.72,15.6
"ASUS ZenBook Duo 14 UX482EA 11th Gen Core i7 1TB SSD Gen 14"" FHD Touch Laptop",187000  bdt,Intel Core i7-1165G7 ,14.0 Inch IPS FHD (1920 x 1080) Touch ScreenYes ,8GB, M.2 NVMe PCIe 3.0 G3 SSD 1TB ,Intel Iris Xe Shared ,Windows 10 Home ,1.62 kg,14.0
"ASUS VivoBook 15 X515EA Core i3 11th Gen 8GB RAM 512GB SSD 15.6"" FHD Laptop",63520  bdt,Intel Core i3-1115G4 ,"15.6-inch FHD (1920 x 1080) Touch ScreenNo Display Features16:9, Anti-glare display, LED Backlit, 250nits, NTSC: 45%, Screen-to-body ratio: 83 % IPS Panel Display ",8GB,PCI-E G3 SSD 512GB ,Intel UHD Graphics Shared ,Windows 11 Home 64bit ,1.80 kg,15.6
Asus X515JA Intel Core i5 1035G1 4GB DDR4 15.6 Inch FHD Display Slate Grey Laptop #BQ3552W-X515JA,64020  bdt,Intel Core i5 10th (Intel) Core i5 1035G1 1.00 GHz 3.60 GHz 4 8 6MB Not Specified ,15.6 Full HD Display Full HD 1920x1080 Not Specified No 60 Hz Thin-bezel WV Display No Secondary Screen No Secondary Screen No Secondary Screen ,4GB,"1TB HDD SATA Not Specified Not Specified No SSD 1 Additional SSD Can be added, HDD can be replaced ",Intel UHD Graphics Integrated Shared Not Applicable ,Win-11 Home Not Specified Not Specified ,1.80kg,15.232530120481924
Acer Aspire 5 A514-54-54A8 Intel Core i5 1135G714 Inch FHD Display Pure Silver Laptop #NX.A28SI.009,71070  bdt,Intel Core i5 11th (Intel) Core i5 1135G7 2.40 GHz 4.20 GHz 4 8 8MB Not Specified ,"14 FHD Full HD 1920x1080 Anti-Glare No 60 Hz Slim Bezel Display Screen Type: LCD, Display Screen Technology: In-plane Switching (IPS) Technology, ComfyView, Aspect Ratio: 16:9, Backlight Technology: LED No Secondary Screen No Secondary Screen No Secondary Screen ",8GB,"512GB SSD Not Specified Not Specified 1 NVMe PCIe No Additional HDD Can be added, SSD can be replaced ",Intel Iris Xe Graphics Integrated Shared Not Applicable ,Win-11 Home Not Specified Not Specified ,1.45 kg,15.232530120481924
TOSHIBA DYNABOOK SATELLITE PRO C40-G-13E 14-INCH HD DISPLAY I5 10TH GEN 8GB RAM 256GB SSD LAPTOP,55000  bdt,"Intel Core i5-10210U Processor 1.60 GHz (6M Cache, up to 4.2 GHz, 4 Cores, 8 Threads)","14-inch HD (1366 x 768) 16:9 LED Backlit, 220nits, Non-reflective Anti-glare display",8GB,256GB M.2 SATA Solid State Drive,Integrated Intel UHD Graphics,Original Factory Fitted Windows 11 Home,1.55 kg,15.232530120481924
Asus TUF Gaming F15 FX506HE Intel Core i7 11800H 15.6 Inch FHD WV Display Graphite Black Gaming Laptop #HN309W-FX506HE,173600  bdt,Intel Core i7 11th (Intel) Core i7 11800H Not Specified 4.60 GHz 8 16 24MB Not Specified ,"15.6 FHD Full HD 1920x1080 Anti glare No 144 Hz Not Specified Aspect Ratio: 16:9, Viewing Angle: 85 degree(H&V), Brightness: 250 Nits, Contrast: 1000:1, NTSC: 45%, SRGB: 62.50%, Adobe: 47.34% No Secondary Screen No Secondary Screen No Secondary Screen ",8GB,512GB SSD No HDD No HDD Not Specified NVMe PCIe Not Specified Not Specified ,Nvidia RTX 3050 Ti Dedicated 4GB GDDR6 ,Win-11 Home Not Specified Not Specified ,2.30 kg,15.232530120481924
"Dell Latitude 14 3420 Core i3 11th Gen 14"" FHD Laptop",75600  bdt,Intel Core i3-1125G4 ,14 inch FHD (1920 x 1080) Touch ScreenNo Display FeaturesAG  220nits Display ,8GB,M.2 PCIe NVMe SSD 256GB ,Intel UHD Graphics Shared ,Free DOS ,1.52kg,15.232530120481927
ASUS VIVOBOOK S 16X S5602ZA 16.0-INCH DISPLAY INTEL I5 12TH GEN 16GB RAM 512GB SSD LAPTOP,130000  bdt,"Intel® Core™ i5-12500H Processor 2.5 GHz (18M Cache, up to 4.5 GHz, 4P+8E cores)",16.0-inch WQXGA,8GB,512GB M.2 NVMe™ PCIe® 4.0 SSD,Intel Iris Xᵉ Graphics (available for Intel® Core™ i5/i7/i9 with dual channel memory),Windows 11 Home - ASUS recommends Windows 11 Pro for business,1.5 kg,16.0
"Acer Aspire 3 A315-58 Core i5 11th Gen 512GB SSD 15.6"" FHD Laptop",69300  bdt,Intel Core i5-1135G7 ,15.6 Inch LED Full HD (1920 x 1080) Touch ScreenNo ,8GB,PCIe G3 SSD 512GB ,Intel Iris Xe Graphics Shared ,Windows 11 Home ,1.70 kg,15.6
Asus TUF Gaming A15 FA507RE 15.6 inch FHD 144Hz Display Ryzen 7 6800H 16GB DDR5 RAM 512GB SSD Gaming Laptop with RTX 3050 Ti 4GB Graphics,180000  bdt,AMD Ryzen 7 6800H,FHD (1920 x 1080),16GB ,512GB M.2 NVMe PCIe 3.0 SSD,"NVIDIA GeForce RTX 3050 Ti Laptop GPU, 1745MHz* at 95W (1695MHz Boost Clock+50MHz OC, 80W+15W Dynamic Boost), 4GB GDDR6",Windows 11,2.20 kg,15.232530120481924
Dell Latitude 3420 14 inch Full HD Display Core i5 11th Gen 8GB RAM 512GB SSD Laptop,90500  bdt,"11th Generation Intel Core i5-1135G7 (4C, 2.40GHz Up to 4.20GHz, 8MB)",14″ FHD (1920 x 1080) AG Non-Touch,8GB,512GB SSD M.2 PCIe NVMe,Intel Iris Xe Graphics,Free DOS,1.73,15.232530120481924
Dell Inspiron 15 3520 Intel Core i3 1215U 15.6 Inch FHD Display Carbon Black Laptop #WARMLKN15ADL23051004PLASPP-2Y,69440  bdt,Intel Core i3 12th (Intel) Core i3 1215U 1.20GHz 4.40GHz 6 8 10MB Not Specified ,"15.6 Full HD Display Full HD 1920x1080 Anti-glare No 120 Hz Narrow Bazel Brightness: 250 nits, WVA Display No Secondary Screen No Secondary Screen No Secondary Screen ",8GB,512GB SSD No HDD No HDD Not Specified NVMe PCIe Not Specified Installed SSD can be upgradeable ,Intel(R) UHD Graphics Integrated Shared Not Applicable ,Win-11 Home Not Specified Not Specified ,1.65 kg,15.232530120481924
